,label,area,bbox_area,centroid-0,centroid-1,convex_area,eccentricity,equivalent_diameter,extent,local_centroid-0,local_centroid-1,major_axis_length,minor_axis_length,perimeter,solidity,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6
0,1,19557,27715,46,402,21146,0.896176438700206,157.79970144580622,0.7056467616814,46,103,250.7280742988559,111.24750993769769,678.6822868876584,0.9248557646836281,3929.0354526007877,773.5005292086341,0.24045282925854788,0.026034036567712537,0.0034341580634702938,0.0010296956684646757,1.9348997218130204e-06,0.00016549722588758215,-7.372228824132518e-08
1,2,230417,435431,310,752,270235,0.8092086802194312,541.6419815516907,0.5291699488552721,310,310,762.6023319246714,448.04513543899463,2636.5079348883237,0.8526541713693637,36347.64479105917,12546.52771190919,0.2121986333602484,0.010670030125441857,0.0027495840182608614,0.00014184156301157497,2.9261500170817035e-08,1.931092818686329e-06,8.360796877494489e-08
2,3,47336,90424,43,1502,63466,0.9883211529102787,245.49962747341118,0.5234893391135097,43,424,692.3185497756514,105.4992131863057,1742.045814642449,0.7458481706740617,29956.56089771632,695.6302489330985,0.6475450216885544,0.38211418240519646,0.06753256202446321,0.06143581527869466,0.003957148547573469,0.03792057684493006,-2.197824502767217e-05
3,4,12309,18639,39,1974,12489,0.8660982465775592,125.18907922077356,0.6603895058747787,39,101,186.07725724921124,93.01514778703444,504.45079348883235,0.9855873168388182,2164.0466040868214,540.738607365241,0.2197404510075605,0.017392271759393813,0.002098231134416931,0.00021092290135725473,1.3606852114308002e-07,2.5727759688851678e-05,-3.4269481423032896e-08
4,5,104492,153555,181,1279,117908,0.7581213927594721,364.75107471872735,0.6804858194132396,168,232,463.3968283794809,302.18730524444555,1709.143361113007,0.8862163720867117,13421.038784510129,5707.322965681233,0.18306053812915213,0.005449556836511084,0.00045278668089839506,3.213087622041884e-05,3.860588859818141e-09,2.219085806717459e-06,-3.3993652984589813e-10
5,6,84248,146370,282,1892,96061,0.8393295540221489,327.5177631287317,0.5755824280931885,167,205,485.66087380017615,264.01639154485747,1443.56053326821,0.8770260563600213,14741.655271271913,4356.5409377729675,0.2266902028421432,0.015195093084265504,0.002780569905177243,0.00019169301804320798,-1.024730211476627e-07,-2.1263495893002225e-05,9.531837967847828e-08
6,7,45247,70950,380,80,47485,0.7030789786437343,240.0213942144156,0.6377307963354475,170,80,301.74787947525056,214.57646874308256,1019.0386719675123,0.952869327155944,5690.736422988146,2877.6913086406926,0.1893700738530475,0.003865216415530145,0.00222741846959013,5.898599207262241e-05,-9.938685436350686e-09,-3.00766321897576e-06,-1.8930445044556194e-08
7,8,104709,166464,464,370,120048,0.41737546533722436,365.1296201209567,0.6290188869665513,211,220,391.2919497442127,355.5803499375246,1701.273303427918,0.8722261095561775,9569.336870914216,7902.3365788557785,0.16685932870880246,0.00025345643843364485,0.0002058171199452527,1.8593095236794242e-06,3.53344831221751e-11,2.4159811586098772e-08,-8.62574221127269e-12
8,9,111891,169545,436,1477,121901,0.9153889398895774,377.44409639039543,0.6599486861895072,127,301,608.2397927781353,244.85945888422447,1736.6164491784255,0.9178841847072624,23122.22784492431,3747.259662817201,0.24013984599066512,0.029984146103897935,0.00035878987110329495,2.9694796942494175e-05,-2.158704781484349e-09,-4.389347433767447e-06,2.175926859595207e-09
11,12,61246,102492,635,116,67795,0.713161907802705,279.2504774514267,0.5975685907192757,165,116,348.6773481712551,244.42259556154386,1221.5544366138001,0.903399955748949,7598.493320483667,3733.9003263151276,0.18503075542564074,0.003981548996152907,0.0012644637146599178,8.434673548102298e-05,1.4416236857770708e-08,2.3340741021441516e-06,-2.347219543303724e-08
12,13,1,1,711,2009,1,0.0,1.1283791670955126,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,14,94089,138768,917,1414,99813,0.7957877569346936,346.118239225538,0.6780309581459703,168,209,452.2670570606203,273.8819088527607,1337.1656556895932,0.9426527606624387,12784.093181392147,4688.206249801995,0.18569970380378303,0.007403740061719609,0.0001823076502322457,2.6461926635415483e-05,1.5477105521558146e-09,2.0523669883150744e-06,9.912955974662694e-10
14,15,70817,104650,974,421,79152,0.6620202857109931,300.27821239562155,0.6767032967032967,159,161,351.2973281047378,263.292400451815,1441.4204896855324,0.8946962805740853,7713.113295845487,4332.680508479932,0.17009748795240437,0.00227860770111564,0.00012730073167266866,2.6467834317800245e-06,4.7119602827228664e-11,1.251149545350803e-07,1.1838320579371626e-11
16,17,1,1,937,2009,1,0.0,1.1283791670955126,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,19,62168,87048,1210,183,66693,0.5400804734635053,281.34455035968904,0.7141806819226174,135,165,309.0173036024747,260.07309750810646,1225.7920266670362,0.9321518000389846,5968.230870359002,4227.376002966315,0.16400088266190513,0.0007841359049689686,0.00012456222814861905,9.69943171766589e-07,-5.9256718233735294e-12,-1.9347577056390523e-08,8.86290111386216e-12
19,20,70983,91314,1443,1920,74416,0.6611831094952203,300.6299429596727,0.777350680070964,169,143,348.7181908298437,261.61695250900146,1159.3595231414336,0.9538674478606751,7600.273538477457,4277.714365006071,0.1673356705617335,0.0021909715995773555,4.0664527467552535e-05,1.6856345576165035e-06,1.0478848536440802e-11,5.357099368399692e-08,-9.217186829427066e-12
20,21,315,576,1324,83,347,0.7915546219794733,20.026743534373637,0.546875,11,9,26.183539442348522,16.000719615285536,71.0477272147525,0.9077809798270894,42.8486086080638,16.001439262936458,0.1868255487968262,0.0072640010264141625,0.00037370655042609887,1.1148621542728004e-05,-2.6568965582102345e-10,-5.742262525515405e-08,6.687655637662617e-10
22,23,27632,37620,1832,1870,28939,0.5808832695806069,187.5690675461229,0.7345029239766082,102,91,208.9380459092489,170.0728263458575,681.1686142824235,0.9548360344172224,2728.4441892734626,1807.7978913292623,0.164166259431193,0.001110097135055049,7.534193834011453e-05,1.2882213180373646e-06,1.1928380490880479e-11,3.294905435332807e-08,-4.333746220724089e-12
23,24,53917,74547,1909,729,59150,0.7184956559856012,262.0100313604152,0.7232618348156197,158,123,319.60020324947135,222.29199149765287,1124.1046891454946,0.9115300084530854,6384.018119818961,3088.358092749536,0.17568440774836314,0.0037362279913797447,9.543160566902996e-05,5.586154289957852e-06,8.79343274372605e-11,-4.109511600099456e-08,-9.435501250931664e-11
24,25,34947,44220,1974,1189,38027,0.7609575003645934,210.94051855881014,0.7902985074626866,91,133,267.24353506498386,173.38806742588685,964.2752160002217,0.9190049175585768,4463.694189626828,1878.9638703552428,0.18149363493238532,0.005470294080280455,0.00041749540869454103,1.9051833421968382e-05,-1.6811003353820496e-09,-1.404081281225413e-06,2.4698789134801096e-10
